date,close
2024-09-03,30.149999618530273
2024-09-04,30.520000457763672
2024-09-05,30.510000228881836
2024-09-06,29.280000686645508
2024-09-09,30.899999618530273
2024-09-10,31.09000015258789
2024-09-11,31.350000381469727
2024-09-12,30.649999618530273
2024-09-13,31.350000381469727
2024-09-16,31.420000076293945
2024-09-17,32.43000030517578
2024-09-18,31.979999542236328
2024-09-19,32.52000045776367
2024-09-20,33.43000030517578
2024-09-23,34.33000183105469
2024-09-24,35.72999954223633
2024-09-25,35.72999954223633
2024-09-26,34.81999969482422
2024-09-27,35.130001068115234
2024-09-30,35.06999969482422
2024-10-01,36.18000030517578
2024-10-02,36.060001373291016
2024-10-03,35.4900016784668
2024-10-04,36.31999969482422
2024-10-07,37.66999816894531
2024-10-08,38.400001525878906
2024-10-09,39.709999084472656
2024-10-10,38.72999954223633
2024-10-11,39.77000045776367
2024-10-14,39.95000076293945
2024-10-15,40.0
2024-10-16,40.90999984741211
2024-10-17,40.27000045776367
2024-10-18,40.349998474121094
2024-10-21,38.900001525878906
2024-10-22,38.310001373291016
2024-10-23,35.959999084472656
2024-10-24,34.77000045776367
2024-10-25,35.369998931884766
2024-10-28,36.150001525878906
2024-10-29,36.38999938964844
2024-10-30,36.380001068115234
2024-10-31,34.68000030517578
2024-11-01,34.560001373291016
2024-11-04,34.560001373291016
2024-11-05,35.459999084472656
2024-11-06,36.869998931884766
2024-11-07,31.3799991607666
2024-11-08,30.90999984741211
2024-11-11,29.280000686645508
2024-11-12,28.43000030517578
2024-11-13,28.5
2024-11-14,28.5
2024-11-15,28.1299991607666
2024-11-18,29.149999618530273
2024-11-19,30.1299991607666
2024-11-20,30.1299991607666
2024-11-21,31.030000686645508
2024-11-22,30.440000534057617
2024-11-25,32.27000045776367
2024-11-26,32.529998779296875
2024-11-27,32.34000015258789
2024-11-29,33.20000076293945
2024-12-02,33.75
2024-12-03,34.13999938964844
2024-12-04,34.22999954223633
2024-12-05,34.470001220703125
2024-12-06,35.439998626708984
2024-12-09,36.970001220703125
2024-12-10,37.56999969482422
2024-12-11,38.72999954223633
2024-12-12,36.9900016784668
2024-12-13,37.56999969482422
2024-12-16,38.849998474121094
2024-12-17,38.814998626708984
2024-12-18,37.22999954223633
2024-12-19,38.7400016784668
2024-12-20,39.689998626708984
2024-12-23,38.810001373291016
2024-12-24,39.33000183105469
2024-12-26,37.720001220703125
2024-12-27,37.345001220703125
2024-12-30,37.15999984741211
2024-12-31,37.689998626708984
2025-01-02,38.84000015258789
2025-01-03,39.630001068115234
2025-01-06,38.54999923706055
2025-01-07,37.599998474121094
2025-01-08,39.380001068115234
2025-01-10,40.130001068115234
2025-01-13,41.619998931884766
2025-01-14,42.08000183105469
2025-01-15,42.66999816894531
2025-01-16,43.13999938964844
2025-01-17,45.0099983215332
2025-01-21,43.93000030517578
2025-01-22,44.38999938964844
2025-01-23,45.119998931884766
2025-01-24,43.13999938964844
2025-01-27,42.369998931884766
2025-01-28,42.869998931884766
2025-01-29,44.040000915527344
2025-01-30,44.93000030517578
2025-01-31,43.875
2025-02-03,39.880001068115234
2025-02-04,38.0099983215332
2025-02-05,37.689998626708984
