date,close
2024-08-21,87.33300018310547
2024-08-22,83.5719985961914
2024-08-23,84.73699951171875
2024-08-26,81.89099884033203
2024-08-27,82.04399871826172
2024-08-28,80.51100158691406
2024-08-29,79.73200225830078
2024-08-30,82.10099792480469
2024-09-03,76.5719985961914
2024-09-04,76.44400024414062
2024-09-05,75.59200286865234
2024-09-06,73.38300323486328
2024-09-09,73.43099975585938
2024-09-10,73.15599822998047
2024-09-11,76.68499755859375
2024-09-12,74.77799987792969
2024-09-13,76.97200012207031
2024-09-16,75.84700012207031
2024-09-17,76.60399627685547
2024-09-18,75.58699798583984
2024-09-19,78.90699768066406
2024-09-20,77.31900024414062
2024-09-23,78.40799713134766
2024-09-24,79.10600280761719
2024-09-25,80.375
2024-09-26,84.75
2024-09-27,82.71199798583984
2024-09-30,81.60800170898438
2024-10-01,79.73799896240234
2024-10-02,81.40899658203125
2024-10-03,81.11000061035156
2024-10-04,81.54000091552734
2024-10-07,80.61000061035156
2024-10-08,81.01000213623047
2024-10-09,82.86000061035156
2024-10-10,82.05999755859375
2024-10-11,82.88999938964844
2024-10-14,85.69999694824219
2024-10-15,76.36000061035156
2024-10-16,74.13999938964844
2024-10-17,73.13999938964844
2024-10-18,72.83999633789062
2024-10-21,72.83999633789062
2024-10-22,73.0
2024-10-23,72.86000061035156
2024-10-24,76.56999969482422
2024-10-25,77.68000030517578
2024-10-28,75.44999694824219
2024-10-29,78.30999755859375
2024-10-30,76.44999694824219
2024-10-31,74.3499984741211
2024-11-01,74.80000305175781
2024-11-04,74.16999816894531
2024-11-05,76.4000015258789
2024-11-06,76.77999877929688
2024-11-07,79.20999908447266
2024-11-08,78.19999694824219
2024-11-11,76.16999816894531
2024-11-12,75.69999694824219
2024-11-13,73.8499984741211
2024-11-14,74.79000091552734
2024-11-15,70.05000305175781
2024-11-18,70.56999969482422
2024-11-19,70.16999816894531
2024-11-20,70.05000305175781
2024-11-21,73.12999725341797
2024-11-22,72.63999938964844
2024-11-25,73.70999908447266
2024-11-26,72.69000244140625
2024-11-27,71.56999969482422
2024-11-29,73.87999725341797
2024-12-02,78.51000213623047
2024-12-03,78.33999633789062
2024-12-04,78.26000213623047
2024-12-05,75.20999908447266
2024-12-06,76.58999633789062
2024-12-09,77.44999694824219
2024-12-10,75.12999725341797
2024-12-11,78.2300033569336
2024-12-12,75.58000183105469
2024-12-13,76.26000213623047
2024-12-16,77.83000183105469
2024-12-17,77.80999755859375
2024-12-18,75.19999694824219
2024-12-19,71.20999908447266
2024-12-20,71.79000091552734
2024-12-23,73.80000305175781
2024-12-24,73.83000183105469
2024-12-26,73.98999786376953
2024-12-27,73.4000015258789
2024-12-30,72.1500015258789
2024-12-31,72.2300033569336
2025-01-02,72.44000244140625
2025-01-03,75.11000061035156
2025-01-06,77.9800033569336
2025-01-07,77.5199966430664
2025-01-08,77.04000091552734
2025-01-10,74.6500015258789
2025-01-13,74.44999694824219
2025-01-14,75.05999755859375
2025-01-15,76.1500015258789
